,country/region,province/state,lat,long,time_period,confirmed,cumulative_confirmed
3401,Venezuela,0,6.4238,-66.5897,2021-12,13181037,96224614
3402,Vietnam,0,14.058323999999999,108.277199,2021-12,44538059,130913358
3403,West Bank and Gaza,0,31.9522,35.2332,2021-12,13955205,112124790
3404,Winter Olympics 2022,0,39.9042,116.4074,2021-12,0,0
3405,Yemen,0,15.552726999999999,48.516388,2021-12,302305,2324164
3406,Zambia,0,-13.133897,27.849332,2021-12,6600271,50842257
3407,Zimbabwe,0,-19.015438,29.154857,2021-12,5286363,29045676
3408,Afghanistan,0,33.93911,67.709953,2022-01,4779017,42986961
3409,Albania,0,41.1533,20.1683,2022-01,6976459,56383685
3410,Algeria,0,28.0339,1.6596,2022-01,6910544,62191718
3411,Andorra,0,42.5063,1.5218,2022-01,899720,5815267
3412,Angola,0,-11.2027,17.8739,2022-01,2776261,17084393
3413,Antarctica,0,-71.9499,23.346999999999998,2022-01,330,517
3414,Antigua and Barbuda,0,17.0608,-61.7964,2022-01,162983,829268
3415,Argentina,0,-38.4161,-63.6167,2022-01,211933541,1604414797
3416,Armenia,0,40.0691,45.0382,2022-01,10513327,93898997
3417,Australia,Australian Capital Territory,-35.4735,149.0124,2022-01,656362,28139531
3418,Australia,New South Wales,-33.8688,151.2093,2022-01,21853117,49992648
3419,Australia,Northern Territory,-12.4634,130.8456,2022-01,226652,50219300
3420,Australia,Queensland,-27.4698,153.0251,2022-01,6418198,56637498
3421,Australia,South Australia,-34.9285,138.6007,2022-01,2087602,58725100
3422,Australia,Tasmania,-42.8821,147.3272,2022-01,523144,59248244
3423,Australia,Victoria,-37.8136,144.9631,2022-01,17196219,76444463
3424,Australia,Western Australia,-31.9505,115.8605,2022-01,39548,76484011
3425,Austria,0,47.5162,14.5501,2022-01,44613791,287425237
3426,Azerbaijan,0,40.1431,47.5769,2022-01,18882496,151743009
3427,Bahamas,0,25.025885,-78.035889,2022-01,895202,6067548
3428,Bahrain,0,26.0275,50.55,2022-01,9439274,86470405
3429,Bangladesh,0,23.685,90.3563,2022-01,49481075,424110680
3430,Barbados,0,13.1939,-59.5432,2022-01,1071800,3897964
3431,Belarus,0,53.7098,27.9534,2022-01,21533836,174917196
3432,Belgium,0,50.8333,4.469936,2022-01,75750167,475117565
3433,Belize,0,17.1899,-88.4976,2022-01,1248792,7301968
3434,Benin,0,9.3077,2.3158,2022-01,777787,5245994
3435,Bhutan,0,27.5142,90.4336,2022-01,99124,750936
3436,Bolivia,0,-16.2902,-63.5887,2022-01,22165090,162047710
3437,Bosnia and Herzegovina,0,43.9159,17.6791,2022-01,9499548,80676218
3438,Botswana,0,-22.3285,24.6849,2022-01,7117836,42734651
3439,Brazil,0,-14.235,-51.9253,2022-01,701585968,6704197032
3440,Brunei,0,4.5353,114.7277,2022-01,476233,1875098
3441,Bulgaria,0,42.7339,25.4858,2022-01,25068060,178697555
3442,Burkina Faso,0,12.2383,-1.5616,2022-01,593188,5318909
3443,Burma,0,21.9162,95.956,2022-01,15992728,115981046
3444,Burundi,0,-3.3731,29.9189,2022-01,1054586,4323356
3445,Cabo Verde,0,16.5388,-23.0418,2022-01,1560235,11675015
3446,Cambodia,0,11.55,104.9167,2022-01,3625003,23741880
3447,Cameroon,0,3.8480000000000003,11.5021,2022-01,3339708,29312108
3448,Canada,Alberta,53.9333,-116.5765,2022-01,13047986,488091002
3449,Canada,British Columbia,53.7267,-127.6476,2022-01,8807463,496898465
3450,Canada,Diamond Princess,0.0,0.0,2022-01,0,496898465
3451,Canada,Grand Princess,0.0,0.0,2022-01,390,496898855
3452,Canada,Manitoba,53.7609,-98.8139,2022-01,3160872,500059727
3453,Canada,New Brunswick,46.5653,-66.4619,2022-01,680652,500740379
3454,Canada,Newfoundland and Labrador,53.1355,-57.6604,2022-01,348698,501089077
3455,Canada,Northwest Territories,64.8255,-124.8457,2022-01,116830,501205907
3456,Canada,Nova Scotia,44.681999999999995,-63.7443,2022-01,870090,502075997
3457,Canada,Nunavut,70.2998,-83.1076,2022-01,35439,502111436
3458,Canada,Ontario,51.2538,-85.3232,2022-01,28716564,530828000
3459,Canada,Prince Edward Island,46.5107,-63.4168,2022-01,126837,530954837
3460,Canada,Quebec,52.9399,-73.5491,2022-01,23132810,554087647
3461,Canada,Repatriated Travellers,0.0,0.0,2022-01,390,554088037
3462,Canada,Saskatchewan,52.9399,-106.4509,2022-01,3014891,557102928
3463,Canada,Yukon,64.2823,-135.0,2022-01,76284,557179212
3464,Central African Republic,0,6.6111,20.9394,2022-01,392773,3289415
3465,Chad,0,15.4542,18.7322,2022-01,199573,1851439
3466,Chile,0,-35.6751,-71.543,2022-01,57382902,537335106
3467,China,Anhui,31.8257,117.2264,2022-01,30270,37075129
3468,China,Beijing,40.1824,116.4142,2022-01,37554,37112683
3469,China,Chongqing,30.0572,107.874,2022-01,18341,37131024
3470,China,Fujian,26.0789,117.9874,2022-01,42898,37173922
3471,China,Gansu,35.7518,104.2861,2022-01,10680,37184602
3472,China,Guangdong,23.3417,113.4244,2022-01,108916,37293518
3473,China,Guangxi,23.8298,108.7881,2022-01,20426,37313944
3474,China,Guizhou,26.8154,106.8748,2022-01,4805,37318749
3475,China,Hainan,19.1959,109.7453,2022-01,5700,37324449
3476,China,Hebei,39.549,116.1306,2022-01,43822,37368271
3477,China,Heilongjiang,47.861999999999995,127.7615,2022-01,61187,37429458
3478,China,Henan,37.8957,114.9042,2022-01,68613,37498071
3479,China,Hong Kong,22.3,114.2,2022-01,395538,37893609
3480,China,Hubei,30.9756,112.2707,2022-01,2049589,39943198
3481,China,Hunan,27.6104,111.7088,2022-01,36846,39980044
3482,China,Inner Mongolia,44.0935,113.9448,2022-01,35720,40015764
3483,China,Jiangsu,32.9711,119.455,2022-01,48849,40064613
3484,China,Jiangxi,27.614,115.7221,2022-01,28770,40093383
3485,China,Jilin,43.6661,126.1923,2022-01,17702,40111085
3486,China,Liaoning,41.2956,122.6085,2022-01,24164,40135249
3487,China,Macau,22.1667,113.55,2022-01,2370,40137619
3488,China,Ningxia,37.2692,106.1655,2022-01,3660,40141279
3489,China,Qinghai,35.7452,95.9956,2022-01,900,40142179
3490,China,Shaanxi,35.1917,108.8701,2022-01,82580,40224759
3491,China,Shandong,36.3427,118.1498,2022-01,31741,40256500
3492,China,Shanghai,31.201999999999998,121.4491,2022-01,104483,40360983
3493,China,Shanxi,37.5777,112.2922,2022-01,7993,40368976
3494,China,Sichuan,30.6171,102.7103,2022-01,40607,40409583
3495,China,Tianjin,39.3054,117.323,2022-01,25222,40434805
3496,China,Tibet,31.6927,88.0924,2022-01,30,40434835
3497,China,Unknown,0.0,0.0,2022-01,105,40434940
3498,China,Xinjiang,41.1129,85.2401,2022-01,29525,40464465
3499,China,Yunnan,24.974,101.48700000000001,2022-01,55438,40519903
3500,China,Zhejiang,29.1832,120.0934,2022-01,63012,40582915
3501,Colombia,0,4.5709,-74.2973,2022-01,165768664,1505958438
3502,Comoros,0,-11.6455,43.3333,2022-01,228105,1576118
3503,Congo (Brazzaville),0,-0.228,15.8277,2022-01,678720,5171131
3504,Congo (Kinshasa),0,-4.0383,21.7587,2022-01,2458624,17253817
3505,Costa Rica,0,9.7489,-83.7534,2022-01,18622006,150046019
3506,Cote d'Ivoire,0,7.54,-5.5471,2022-01,2343215,19427500
3507,Croatia,0,45.1,15.2,2022-01,24585630,156583280
3508,Cuba,0,21.521757,-77.78116700000001,2022-01,30012607,175482705
3509,Cyprus,0,35.1264,33.4299,2022-01,6600250,36622166
3510,Czechia,0,49.8175,15.472999999999999,2022-01,79722807,648660643
3511,Denmark,Faroe Islands,61.8926,-6.9118,2022-01,337418,113231919
3512,Denmark,Greenland,71.7069,-42.6043,2022-01,215727,113447646
3513,Denmark,0,56.2639,9.5018,2022-01,35888900,149336546
3515,Djibouti,0,11.8251,42.5903,2022-01,441774,4190532
3516,Dominica,0,15.415,-61.371,2022-01,237473,842829
3517,Dominican Republic,0,18.7357,-70.1627,2022-01,14832018,124708490
3518,Ecuador,0,-1.8312,-78.1834,2022-01,18818762,167808270
3519,Egypt,0,26.820553000000004,30.802497999999996,2022-01,12065576,105043070
3520,El Salvador,0,13.7942,-88.8965,2022-01,3750469,33399667
3521,Equatorial Guinea,0,1.6508,10.2679,2022-01,450936,3701591
3522,Eritrea,0,15.1794,39.7823,2022-01,265120,2063257
3523,Estonia,0,58.5953,25.0136,2022-01,8255223,54968147
3524,Eswatini,0,-26.5225,31.4659,2022-01,2028844,12455959
3525,Ethiopia,0,9.145,40.4897,2022-01,13561049,109122395
3526,Fiji,0,-17.7134,178.065,2022-01,1770898,9592666
3527,Finland,0,61.92411,25.748151,2022-01,11695045,50775248
3528,France,French Guiana,3.9339,-53.1258,2022-01,1918273,2074771532
3529,France,French Polynesia,-17.6797,149.4068,2022-01,1413763,2076185295
3530,France,Guadeloupe,16.265,-61.551,2022-01,2082274,2078267569
3531,France,Martinique,14.6415,-61.0242,2022-01,1935510,2080203079
3532,France,Mayotte,-12.8275,45.166244,2022-01,940554,2081143633
3533,France,New Caledonia,-20.904304999999997,165.618042,2022-01,443089,2081586722
3534,France,Reunion,-21.1151,55.5364,2022-01,3477127,2085063849
3535,France,Saint Barthelemy,17.9,-62.8333,2022-01,83621,2085147470
3536,France,Saint Pierre and Miquelon,46.8852,-56.3159,2022-01,13283,2085160753
3537,France,St Martin,18.0708,-63.0501,2022-01,213736,2085374489
3538,France,Wallis and Futuna,-14.2938,-178.1165,2022-01,13620,2085388109
3539,France,0,46.2276,2.2137,2022-01,421019937,2506408046
3540,Gabon,0,-0.8037,11.6094,2022-01,1346226,10081327
3541,Gambia,0,13.4432,-15.3101,2022-01,334772,2887973
3542,Georgia,0,42.3154,43.3569,2022-01,30468836,194661812
3543,Germany,0,51.165690999999995,10.451526,2022-01,248177260,1585760638
3544,Ghana,0,7.9465,-1.0232,2022-01,4574646,40778181
3545,Greece,0,39.0742,21.8243,2022-01,49114547,221327748
3546,Grenada,0,12.1165,-61.678999999999995,2022-01,285651,929826
3547,Guatemala,0,15.7835,-90.2308,2022-01,19646072,146839149
3548,Guinea,0,9.9456,-9.6966,2022-01,1048922,9578030
3549,Guinea-Bissau,0,11.8037,-15.1804,2022-01,210595,1810908
3550,Guyana,0,4.860416000000001,-58.93018000000001,2022-01,1512084,8989440
3551,Haiti,0,18.9712,-72.2852,2022-01,823954,7096531
3552,Holy See,0,41.9029,12.4534,2022-01,836,10367
3553,Honduras,0,15.2,-86.2419,2022-01,11543226,106740374
3554,Hungary,0,47.1625,19.5033,2022-01,40852113,307872446
3555,Iceland,0,64.9631,-19.0208,2022-01,1413297,4788438
3556,India,0,20.593684,78.96288,2022-01,1129953980,10039740351
3557,Indonesia,0,-0.7893,113.9213,2022-01,128474705,1083420560
3558,Iran,0,32.427908,53.68804599999999,2022-01,187184632,1481545053
3559,Iraq,0,33.223191,43.679291,2022-01,63913064,559620079
3560,Ireland,0,53.1424,-7.6921,2022-01,31461526,146910503
3561,Israel,0,31.046051000000002,34.851612,2022-01,58324961,400002656
3562,Italy,0,41.87194,12.56738,2022-01,259048263,1699772795
3563,Jamaica,0,18.1096,-77.2975,2022-01,3316337,22840325
3564,Japan,0,36.204824,138.252924,2022-01,60402917,414881319
3565,Jordan,0,31.24,36.51,2022-01,33526697,282025158
3566,Kazakhstan,0,48.0196,66.9237,2022-01,35008714,250072197
3567,Kenya,0,-0.0236,37.9062,2022-01,9431143,75500294
3568,Kiribati,0,-3.3704,-168.734,2022-01,1903,2341
3569,"Korea, South",0,35.907757000000004,127.766922,2022-01,21418065,99025234
3571,Kuwait,0,29.311659999999996,47.481766,2022-01,14077446,128010657
3572,Kyrgyzstan,0,41.20438,74.766098,2022-01,5716192,52918058
3573,Laos,0,19.856270000000002,102.495496,2022-01,3716611,10185956
3574,Latvia,0,56.8796,24.6032,2022-01,9467869,60082980
3575,Lebanon,0,33.8547,35.8623,2022-01,24592650,210854465
3576,Lesotho,0,-29.61,28.2336,2022-01,940654,5882940
3577,Liberia,0,6.4280550000000005,-9.429499,2022-01,209929,1590645
3578,Libya,0,26.3351,17.228331,2022-01,12042805,95981867
3579,Liechtenstein,0,47.14,9.55,2022-01,220231,1395765
3580,Lithuania,0,55.1694,23.8813,2022-01,17366783,121337296
3581,Luxembourg,0,49.8153,6.1296,2022-01,3823706,28819291
3583,Madagascar,0,-18.766947000000002,46.869107,2022-01,1652446,14447538
3584,Malawi,0,-13.2543,34.3015,2022-01,2445734,18035479
3585,Malaysia,0,4.210483999999999,101.97576600000001,2022-01,84307528,505511207
3586,Maldives,0,3.2028,73.2207,2022-01,3277579,24100503
3587,Mali,0,17.570692,-3.9961660000000006,2022-01,814206,5576461
3588,Malta,0,35.9375,14.3754,2022-01,1875891,12946630
3589,Marshall Islands,0,7.1315,171.1845,2022-01,195,1607
3590,Mauritania,0,21.0079,-10.9408,2022-01,1575308,10721046
3591,Mauritius,0,-20.348404000000002,57.552152,2022-01,2316318,6830986
3592,Mexico,0,23.6345,-102.5528,2022-01,131844945,1125972709
3593,Micronesia,0,7.4256,150.5508,2022-01,30,364
3594,Moldova,0,47.4116,28.3699,2022-01,11935375,104013960
3595,Monaco,0,43.7333,7.4167,2022-01,199487,1164048
3596,Mongolia,0,46.8625,103.8467,2022-01,22461652,98990327
3597,Montenegro,0,42.708678000000006,19.37439,2022-01,6006646,43867979
3598,Morocco,0,31.7917,-7.0926,2022-01,31429400,268199452
3599,Mozambique,0,-18.665695,35.529562,2022-01,6428630,41856407
3600,Namibia,0,-22.9576,18.4904,2022-01,4605408,34893509
3601,Nepal,0,28.1667,84.25,2022-01,26202584,226592251
3602,Netherlands,Aruba,12.5211,-69.9683,2022-01,876362,624581232
3603,Netherlands,"Bonaire, Sint Eustatius and Saba",12.1784,-68.2385,2022-01,161314,624742546
3604,Netherlands,Curacao,12.1696,-68.99,2022-01,948815,625691361
3605,Netherlands,Sint Maarten,18.0425,-63.0548,2022-01,234378,625925739
3606,Netherlands,0,52.1326,5.2913,2022-01,110465791,736391530
3607,New Zealand,Cook Islands,-21.2367,-159.7777,2022-01,60,1543904
3608,New Zealand,0,-40.9006,174.886,2022-01,456029,1999933
3609,Nicaragua,0,12.865416,-85.207229,2022-01,527258,4147293
3610,Niger,0,17.607789,8.081666,2022-01,246773,2213070
3611,Nigeria,0,9.082,8.6753,2022-01,7491059,69653306
3612,North Macedonia,0,41.6086,21.7453,2022-01,7355050,62957033
3613,Norway,0,60.472,8.4689,2022-01,16353851,69041761
3614,Oman,0,21.512583,55.923255000000005,2022-01,9478267,93308052
3615,Pakistan,0,30.3753,69.3451,2022-01,40288532,376719062
3616,Palau,0,7.515,134.5825,2022-01,11075,11877
3617,Panama,0,8.538,-80.7821,2022-01,17511531,160375300
3618,Papua New Guinea,0,-6.314993,143.95555,2022-01,1093567,6753620
3619,Paraguay,0,-23.4425,-58.4438,2022-01,15123838,137653166
3620,Peru,0,-9.19,-75.0152,2022-01,79911285,738387625
3621,Philippines,0,12.879721,121.77401699999999,2022-01,95654527,655531406
3622,Poland,0,51.9194,19.1451,2022-01,131582454,1076920727
3623,Portugal,0,39.3999,-8.2245,2022-01,58107178,384294269
3624,Qatar,0,25.3548,51.1839,2022-01,8888116,83028346
3625,Romania,0,45.9432,24.9668,2022-01,58353588,464420650
3626,Russia,0,61.52401,105.31875600000001,2022-01,322470118,2468213058
3627,Rwanda,0,-1.9403,29.8739,2022-01,3709616,23175323
3628,Saint Kitts and Nevis,0,17.357822,-62.782998,2022-01,137821,471229
3629,Saint Lucia,0,13.9094,-60.9789,2022-01,515679,2928144
3630,Saint Vincent and the Grenadines,0,12.9843,-61.2872,2022-01,208550,1154883
3631,Samoa,0,-13.759,-172.1046,2022-01,330,1345
3632,San Marino,0,43.9424,12.4578,2022-01,313874,2058978
3633,Sao Tome and Principe,0,0.1864,6.6131,2022-01,156322,1060533
3634,Saudi Arabia,0,23.885942,45.079162,2022-01,18497454,185344978
3635,Senegal,0,14.4974,-14.4524,2022-01,2441610,20988018
3636,Serbia,0,44.0165,21.0059,2022-01,43629693,315744859
3637,Seychelles,0,-4.6796,55.492,2022-01,937042,5647785
3638,Sierra Leone,0,8.460555000000001,-11.779889,2022-01,224449,2040252
3639,Singapore,0,1.2833,103.8333,2022-01,9064723,45282461
3640,Slovakia,0,48.669,19.699,2022-01,43118600,317434050
3641,Slovenia,0,46.1512,14.9955,2022-01,16603921,110845142
3642,Solomon Islands,0,-9.6457,160.1562,2022-01,7406,14255
3643,Somalia,0,5.152149,46.199616,2022-01,734113,6024326
3644,South Africa,0,-30.5595,22.9375,2022-01,106468283,875505122
3645,South Sudan,0,6.877000000000001,31.307,2022-01,489934,4110228
3646,Spain,0,40.463667,-3.7492199999999998,2022-01,246124078,1677332510
3647,Sri Lanka,0,7.873054,80.77179699999999,2022-01,17919012,120819444
3648,Sudan,0,12.8628,30.2176,2022-01,1544866,14222654
3649,Summer Olympics 2020,0,35.6491,139.7737,2022-01,25950,145993
3650,Suriname,0,3.9193,-56.0278,2022-01,1916947,10754382
3651,Sweden,0,60.128161,18.643501,2022-01,49179551,397110472
3652,Switzerland,0,46.8182,8.2275,2022-01,51770883,312051020
3653,Syria,0,34.802075,38.996815000000005,2022-01,1522817,11301948
3654,Taiwan*,0,23.7,121.0,2022-01,535149,3986788
3655,Tajikistan,0,38.861,71.2761,2022-01,525994,5919771
3656,Tanzania,0,-6.369028,34.888822,2022-01,939497,3659288
3657,Thailand,0,15.870032,100.992541,2022-01,69861303,339767735
3658,Timor-Leste,0,-8.874217,125.727539,2022-01,596000,4017112
3659,Togo,0,8.6195,0.8248,2022-01,1046502,6762682
3660,Tonga,0,-21.179000000000002,-175.1982,2022-01,30,92
3661,Trinidad and Tobago,0,10.6918,-61.2225,2022-01,3042719,14959871
3662,Tunisia,0,33.886917,9.537499,2022-01,23909804,189467715
3663,Turkey,0,38.9637,35.2433,2022-01,314268933,2261561216
3664,US,0,40.0,-100.0,2022-01,1973709318,14796554588
3665,Uganda,0,1.373333,32.290275,2022-01,4679182,33113051
3666,Ukraine,0,48.3794,31.1656,2022-01,119319163,929953124
3667,United Arab Emirates,0,23.424076,53.847818000000004,2022-01,24146315,230090122
3668,United Kingdom,Anguilla,18.2206,-63.0686,2022-01,60900,2170488306
3669,United Kingdom,Bermuda,32.3078,-64.7505,2022-01,259301,2170747607
3670,United Kingdom,British Virgin Islands,18.4207,-64.64,2022-01,149343,2170896950
3671,United Kingdom,Cayman Islands,19.3133,-81.2546,2022-01,352811,2171249761
3672,United Kingdom,Channel Islands,49.3723,-2.3644,2022-01,0,2171249761
3673,United Kingdom,Falkland Islands (Malvinas),-51.7963,-59.5236,2022-01,2567,2171252328
3674,United Kingdom,Gibraltar,36.1408,-5.3536,2022-01,324543,2171576871
3675,United Kingdom,Guernsey,49.448196,-2.58949,2022-01,302265,2171879136
3676,United Kingdom,Isle of Man,54.2361,-4.5481,2022-01,575430,2172454566
3677,United Kingdom,Jersey,49.2138,-2.1358,2022-01,762469,2173217035
3678,United Kingdom,Montserrat,16.742498,-62.187366000000004,2022-01,3771,2173220806
3679,United Kingdom,"Saint Helena, Ascension and Tristan da Cunha",-7.9467,-14.3559,2022-01,120,2173220926
3680,United Kingdom,Turks and Caicos Islands,21.694000000000003,-71.7979,2022-01,143112,2173364038
3681,United Kingdom,0,55.3781,-3.4360000000000004,2022-01,453348472,2626712510
3682,Uruguay,0,-32.5228,-55.7658,2022-01,15656390,111293466
3683,Uzbekistan,0,41.377491,64.585262,2022-01,6225822,51063625
3684,Vanuatu,0,-15.3767,166.9592,2022-01,210,1533
3685,Venezuela,0,6.4238,-66.5897,2022-01,13766575,109991189
3686,Vietnam,0,14.058323999999999,108.277199,2022-01,60438350,191351708
3687,West Bank and Gaza,0,31.9522,35.2332,2022-01,14433574,126558364
3688,Winter Olympics 2022,0,39.9042,116.4074,2022-01,1255,1255
3689,Yemen,0,15.552726999999999,48.516388,2022-01,312634,2636798
3690,Zambia,0,-13.133897,27.849332,2022-01,8696690,59538947
3691,Zimbabwe,0,-19.015438,29.154857,2022-01,6736846,35782522
3692,Afghanistan,0,33.93911,67.709953,2022-02,4587126,47574087
3693,Albania,0,41.1533,20.1683,2022-02,7221016,63604701
3694,Algeria,0,28.0339,1.6596,2022-02,7053403,69245121
3695,Andorra,0,42.5063,1.5218,2022-02,1005693,6820960
3696,Angola,0,-11.2027,17.8739,2022-02,2660172,19744565
3697,Antarctica,0,-71.9499,23.346999999999998,2022-02,297,814
3698,Antigua and Barbuda,0,17.0608,-61.7964,2022-02,193980,1023248
3699,Argentina,0,-38.4161,-63.6167,2022-02,235712750,1840127547
3700,Armenia,0,40.0691,45.0382,2022-02,10893062,104792059
3701,Australia,Australian Capital Territory,-35.4735,149.0124,2022-02,1156488,77640499
3702,Australia,New South Wales,-33.8688,151.2093,2022-02,32777841,110418340
3703,Australia,Northern Territory,-12.4634,130.8456,2022-02,830703,111249043
3704,Australia,Queensland,-27.4698,153.0251,2022-02,13574597,124823640
3705,Australia,South Australia,-34.9285,138.6007,2022-02,3552639,128376279
3706,Australia,Tasmania,-42.8821,147.3272,2022-02,995475,129371754
3707,Australia,Victoria,-37.8136,144.9631,2022-02,26278488,155650242
3708,Australia,Western Australia,-31.9505,115.8605,2022-02,89967,155740209
3709,Austria,0,47.5162,14.5501,2022-02,62067253,349492490
3710,Azerbaijan,0,40.1431,47.5769,2022-02,19972471,171715480
3711,Bahamas,0,25.025885,-78.035889,2022-02,888986,6956534
3712,Bahrain,0,26.0275,50.55,2022-02,12460614,98931019
3713,Bangladesh,0,23.685,90.3563,2022-02,51340257,475450937
3714,Barbados,0,13.1939,-59.5432,2022-02,1386250,5284214
3715,Belarus,0,53.7098,27.9534,2022-02,22571129,197488325
3716,Belgium,0,50.8333,4.469936,2022-02,92476359,567593924
3717,Belize,0,17.1899,-88.4976,2022-02,1489781,8791749
3718,Benin,0,9.3077,2.3158,2022-02,716496,5962490
3719,Bhutan,0,27.5142,90.4336,2022-02,222898,973834
3720,Bolivia,0,-16.2902,-63.5887,2022-02,23815369,185863079
3721,Bosnia and Herzegovina,0,43.9159,17.6791,2022-02,9800644,90476862
3722,Botswana,0,-22.3285,24.6849,2022-02,7013977,49748628
3723,Brazil,0,-14.235,-51.9253,2022-02,742610343,7446807375
3724,Brunei,0,4.5353,114.7277,2022-02,799237,2674335
3725,Bulgaria,0,42.7339,25.4858,2022-02,28059812,206757367
3726,Burkina Faso,0,12.2383,-1.5616,2022-02,559285,5878194
3727,Burma,0,21.9162,95.956,2022-02,14984059,130965105
3728,Burundi,0,-3.3731,29.9189,2022-02,1021819,5345175
3729,Cabo Verde,0,16.5388,-23.0418,2022-02,1507437,13182452
3730,Cambodia,0,11.55,104.9167,2022-02,3365346,27107226
3731,Cameroon,0,3.8480000000000003,11.5021,2022-02,3193904,32506012
3732,Canada,Alberta,53.9333,-116.5765,2022-02,13889087,571068299
3733,Canada,British Columbia,53.7267,-127.6476,2022-02,9160050,580228349
3734,Canada,Diamond Princess,0.0,0.0,2022-02,0,580228349
3735,Canada,Grand Princess,0.0,0.0,2022-02,351,580228700
3736,Canada,Manitoba,53.7609,-98.8139,2022-02,3414218,583642918
3737,Canada,New Brunswick,46.5653,-66.4619,2022-02,894304,584537222
3738,Canada,Newfoundland and Labrador,53.1355,-57.6604,2022-02,551235,585088457
3739,Canada,Northwest Territories,64.8255,-124.8457,2022-02,204482,585292939
3740,Canada,Nova Scotia,44.681999999999995,-63.7443,2022-02,1136506,586429445
3741,Canada,Nunavut,70.2998,-83.1076,2022-02,60857,586490302
3742,Canada,Ontario,51.2538,-85.3232,2022-02,29355424,615845726
3743,Canada,Prince Edward Island,46.5107,-63.4168,2022-02,286471,616132197
3744,Canada,Quebec,52.9399,-73.5491,2022-02,24249805,640382002
3745,Canada,Repatriated Travellers,0.0,0.0,2022-02,351,640382353
3746,Canada,Saskatchewan,52.9399,-106.4509,2022-02,3361606,643743959
3747,Canada,Yukon,64.2823,-135.0,2022-02,89418,643833377
3748,Central African Republic,0,6.6111,20.9394,2022-02,381418,3670833
3749,Chad,0,15.4542,18.7322,2022-02,194735,2046174
3750,Chile,0,-35.6751,-71.543,2022-02,71373233,608708339
3751,China,Anhui,31.8257,117.2264,2022-02,27260,40610175
3752,China,Beijing,40.1824,116.4142,2022-02,37415,40647590
3753,China,Chongqing,30.0572,107.874,2022-02,16571,40664161
3754,China,Fujian,26.0789,117.9874,2022-02,40488,40704649
3755,China,Gansu,35.7518,104.2861,2022-02,9701,40714350
3756,China,Guangdong,23.3417,113.4244,2022-02,109845,40824195
3757,China,Guangxi,23.8298,108.7881,2022-02,25506,40849701
3758,China,Guizhou,26.8154,106.8748,2022-02,4365,40854066
3759,China,Hainan,19.1959,109.7453,2022-02,5131,40859197
3760,China,Hebei,39.549,116.1306,2022-02,39844,40899041
3761,China,Heilongjiang,47.861999999999995,127.7615,2022-02,55814,40954855
3762,China,Henan,37.8957,114.9042,2022-02,71881,41026736
3763,China,Hong Kong,22.3,114.2,2022-02,1326090,42352826
3764,China,Hubei,30.9756,112.2707,2022-02,1844834,44197660
3765,China,Hunan,27.6104,111.7088,2022-02,33259,44230919
3766,China,Inner Mongolia,44.0935,113.9448,2022-02,34984,44265903
3767,China,Jiangsu,32.9711,119.455,2022-02,45393,44311296
3768,China,Jiangxi,27.614,115.7221,2022-02,25893,44337189
3769,China,Jilin,43.6661,126.1923,2022-02,16102,44353291
3770,China,Liaoning,41.2956,122.6085,2022-02,24389,44377680
3771,China,Macau,22.1667,113.55,2022-02,2142,44379822
3772,China,Ningxia,37.2692,106.1655,2022-02,3294,44383116
3773,China,Qinghai,35.7452,95.9956,2022-02,810,44383926
3774,China,Shaanxi,35.1917,108.8701,2022-02,76302,44460228
3775,China,Shandong,36.3427,118.1498,2022-02,29618,44489846
3776,China,Shanghai,31.201999999999998,121.4491,2022-02,106995,44596841
3777,China,Shanxi,37.5777,112.2922,2022-02,7311,44604152
3778,China,Sichuan,30.6171,102.7103,2022-02,37827,44641979
3779,China,Tianjin,39.3054,117.323,2022-02,29443,44671422
3780,China,Tibet,31.6927,88.0924,2022-02,27,44671449
3781,China,Unknown,0.0,0.0,2022-02,58,44671507
3782,China,Xinjiang,41.1129,85.2401,2022-02,26892,44698399
3783,China,Yunnan,24.974,101.48700000000001,2022-02,51329,44749728
3784,China,Zhejiang,29.1832,120.0934,2022-02,60717,44810445
3785,Colombia,0,4.5709,-74.2973,2022-02,162275669,1668234107
3786,Comoros,0,-11.6455,43.3333,2022-02,215455,1791573
3787,Congo (Brazzaville),0,-0.228,15.8277,2022-02,644015,5815146
3788,Congo (Kinshasa),0,-4.0383,21.7587,2022-02,2315571,19569388
3789,Costa Rica,0,9.7489,-83.7534,2022-02,20588619,170634638
3790,Cote d'Ivoire,0,7.54,-5.5471,2022-02,2191405,21618905
3791,Croatia,0,45.1,15.2,2022-02,27389532,183972812
3792,Cuba,0,21.521757,-77.78116700000001,2022-02,28627033,204109738
3793,Cyprus,0,35.1264,33.4299,2022-02,7900613,44522779
3794,Czechia,0,49.8175,15.472999999999999,2022-02,91395915,740056558
3795,Denmark,Faroe Islands,61.8926,-6.9118,2022-02,768454,150105000
3796,Denmark,Greenland,71.7069,-42.6043,2022-02,307349,150412349
3797,Denmark,0,56.2639,9.5018,2022-02,63057246,213469595
3799,Djibouti,0,11.8251,42.5903,2022-02,419242,4609774
3800,Dominica,0,15.415,-61.371,2022-02,281011,1123840
3801,Dominican Republic,0,18.7357,-70.1627,2022-02,15336747,140045237
3802,Ecuador,0,-1.8312,-78.1834,2022-02,21394269,189202539
3803,Egypt,0,26.820553000000004,30.802497999999996,2022-02,12337631,117380701
